Generated	CHRF2	CHRF2++	BLEU Details
वह मचाकर नई सफलता पाने की तैयारी में है।	8.065535086820454	6.04915131511534	BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.895 ratio = 0.900 hyp_len = 9 ref_len = 10)
मैं कहना चाहता हूँ कि भारत के लिए Golden Era है।	29.58145486907253	27.2315444676029	BLEU = 8.30 27.3/10.0/5.6/3.1 (BP = 1.000 ratio = 1.100 hyp_len = 11 ref_len = 10)
"""देश भर की तुलना में भी देखो, यह हमेशा का समय है, यह हमेशा का समय है।"""	6.6541811190065925	4.990635839254943	BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.500 hyp_len = 21 ref_len = 14)
"""""""मेरे प्यारे देशवासियों, हमें इस मौके को नहीं देना चाहिए, हमें इस मौके को नहीं देना चाहिए और हमें इस मौके को पकड़कर अपने सपनों और संकल् पों को लेकर जाना चाहिए, तो हमें देश का स् वर्णिम भारत को जो चाहता है और हमने बनाए भारत के 2047 का लक्ष्य पूरा करना है।"""""	16.80043789660121	15.53318279711296	BLEU = 4.78 22.6/8.2/3.3/0.8 (BP = 1.000 ratio = 1.051 hyp_len = 62 ref_len = 59)
हमने सौ वर्ष की बीड़ी काटकर निकाली है।	7.87686616461884	5.90764962346413	BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.882 ratio = 0.889 hyp_len = 8 ref_len = 9)
"""आज Tourism का क्षेत्र हो, MSMEs का क्षेत्र हो, Education हो, Health sector हो, Transport sector हो, कृषि और कितने सेक् टर हो। हर सेक् टर में एक नया आधुनिक सिस्टम बन रहा है।"""	45.747317204313696	42.33232125234287	BLEU = 8.24 39.0/17.5/5.1/1.3 (BP = 1.000 ratio = 1.139 hyp_len = 41 ref_len = 36)
जब हम दुनिया के अच्छे अभ्यासों को भी आगे रखते हैं तो हम अपने देश की स्थिति के अनुरूप आगे बढ़ना चाहते हैं।	15.790195372704089	12.452252408679886	BLEU = 1.65 4.3/2.3/1.2/0.6 (BP = 1.000 ratio = 1.150 hyp_len = 23 ref_len = 20)
हर सेक् टर में आधुनिकता की जरूरत है नवापन की जरूरत है।	26.17257841251447	21.90426099334612	BLEU = 4.03 16.7/4.5/2.5/1.4 (BP = 1.000 ratio = 1.091 hyp_len = 12 ref_len = 11)
टेक्नॉलॉजी जोड़ने की जरूरत है।	30.886703552920718	23.165027664690538	BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.000 hyp_len = 5 ref_len = 5)
और हर क्षेत्र में हमारी नई नीतियों के आधार पर इन सभी क्षेत्रों में नई सहायता मिलती है। नई शक्ति मिलती है।	14.200290163317373	11.242567988051789	BLEU = 1.73 4.5/2.4/1.2/0.7 (BP = 1.000 ratio = 1.048 hyp_len = 22 ref_len = 21)
"""""""हमारा सारा कष्ट पार हुआ है, हमारा मंदी से दूर है, हमारा सारा रास्ता साथ चला गया है, हमारा कूड़ा बन गया है, हमारा सारा कूड़ा मिलकर रहा है, सिद्धि हमें करीब से देखनी है, हमें सोचना है, हम वहीं चले गए हैं। अब तो देखना है, कितने परिवर्तन आ रहे हैं।"""""""	15.375471018600138	15.00917000368629	BLEU = 4.64 24.2/7.7/3.1/0.8 (BP = 1.000 ratio = 1.375 hyp_len = 66 ref_len = 48)
"""""""मैं पृथ्वी की बात कर रहा हूँ, women self help group, आज दस वर्ष में हमारे 10 करोड़ बहनों को, women self help group से जुड़ा हुआ है, 10 करोड़ नई बहनों को।"""""	46.40727267392095	45.873908315170084	BLEU = 31.31 54.8/41.5/27.5/15.4 (BP = 1.000 ratio = 1.050 hyp_len = 42 ref_len = 40)
हम सोच रहे हैं कि हमारे सामान्य परिवार के गाँवों में 10 करोड़ महिलाएँ आर्थिक रूप से आत्मनिर्भर हो रही हैं और जब महिलाएँ आर्थिक रूप से आत्मनिर्भर हो रही हैं तब घर की निर्णय प्रक्रिया का हिस्सा बन रहा है। एक बहुत बड़ी सामाजिक परिवर्तन की गारंटी से आ रहा है।	29.775084135221274	25.524651038558787	BLEU = 2.55 21.2/3.9/1.0/0.5 (BP = 1.000 ratio = 1.020 hyp_len = 52 ref_len = 51)
"""""""मैं इस बात पर सम् मानता हूं, लेकिन साथ ही मैं इस बात पर भी सम् मानता हूं कि हमारा सी.ई.ओ. आज पूरी दुनिया में अपना डाक जमा कर रहा है।"""""""	19.398754619331292	17.488590804382973	BLEU = 16.92 34.9/21.4/14.6/7.5 (BP = 1.000 ratio = 1.024 hyp_len = 43 ref_len = 42)
भारत का हमारे C.E.O. दुनिया का धाक जमा कर रहा है।	38.93894055658762	37.91229302530749	BLEU = 39.65 56.2/40.0/35.7/30.8 (BP = 1.000 ratio = 1.143 hyp_len = 16 ref_len = 14)
"""""""हमारे लिए खुशी की बात है कि एक तरफ मेरा C.E.O. दुनिया का नाम काम कर रहा है, भारत का नाम बना रहा है, तो दूसरी ओर women self help groups से एक करोड़ मेरे मित्र परिवार की माँ, लखपति दीदी बन रही है, मेरे लिए भी यही इतनी ही धनी बात है।"""""	25.76331928522028	24.382305313032607	BLEU = 16.27 34.3/21.2/12.3/7.8 (BP = 1.000 ratio = 1.031 hyp_len = 67 ref_len = 65)
अब हमने Self Help Group को 10 लाख रुपये से 20 लाख रुपये देने का फैसला किया है।	24.513808724334908	22.633880215131295	BLEU = 6.07 22.2/11.8/3.1/1.7 (BP = 1.000 ratio = 1.000 hyp_len = 18 ref_len = 18)
अब तक 9 लाख करोड़ रुपया बैंकों के बीच से हमारी इन स्त्रियों की Self-Help Groups को मिली है और वे अपने बहुत-से सक्षमियों का इस्तेमाल भी कर रहे हैं।	17.46703527703263	15.629394880499945	BLEU = 4.97 13.3/6.9/3.6/1.9 (BP = 1.000 ratio = 1.000 hyp_len = 30 ref_len = 30)
मेरे दोस्तों को।	15.397364481211975	11.548023360908983	BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.500 hyp_len = 3 ref_len = 2)
"""""""मेरी क्षमताओं को यहां ध् यान में रखना, अंतरिक्ष सेक्टर का एक फ्यूचर है, जो हमारे साथ जुड़ा है, एक महत्वपूर्ण पहलू है, जिसमें हम भी बल देते हैं।"""""""	26.59534711207172	25.097769743838022	BLEU = 9.09 38.5/15.8/8.1/1.4 (BP = 1.000 ratio = 1.114 hyp_len = 39 ref_len = 35)
हमने अंतरिक्ष सेक्टर में कई सुधार किये हैं।	31.764151758905683	27.88117232219837	BLEU = 8.60 25.0/14.3/8.3/5.0 (BP = 0.779 ratio = 0.800 hyp_len = 8 ref_len = 10)
जिस बांध में हमने अंतरिक्ष सेक्टरों को बाँटा है वही हमने खोला है।	32.08634796669806	25.16705936724627	BLEU = 3.09 7.7/4.2/2.3/1.2 (BP = 1.000 ratio = 1.182 hyp_len = 13 ref_len = 11)
आज सैकड़ों Startups स्पेस के सेक्टरों में आ रहे हैं।	33.80981559224867	28.94836048228036	BLEU = 7.59 20.0/11.1/6.2/3.6 (BP = 0.905 ratio = 0.909 hyp_len = 10 ref_len = 11)
"""""""Vibrant बन रहा है, हमारे अंतरिक्ष सेक्टर, भारत को एक शक्तिशाली देश बनाने का एक महत्वपूर्ण हिस्सा है।"""""""	38.79934738274386	36.8915954828487	BLEU = 23.20 50.0/32.0/20.8/8.7 (BP = 1.000 ratio = 1.040 hyp_len = 26 ref_len = 25)
और इसे दूर की चिन्ता के साथ मजबूत कर रहे हैं।	8.209512871599642	6.157134653699732	BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.375 hyp_len = 11 ref_len = 8)
"""आज प्राइवेट सेटेलाइट्स, प्राइवेट रॉकेट शुरू हो रहे हैं, यह पूली की बात है।"""	46.941116180182604	43.74069760469676	BLEU = 20.11 27.8/23.5/18.8/13.3 (BP = 1.000 ratio = 1.385 hyp_len = 18 ref_len = 13)
"""आज मैं कह सकता हूँ, जब नीति सही होती है, तो नीयत सही होती है और पूरी जिम्मेदारी से देश का विचार यही मंत्र होता है, तो हम जरूरत के अनुसार मिलकर रहें हैं।"""	14.97567227587605	12.403536750262768	BLEU = 1.24 7.7/1.3/0.7/0.3 (BP = 1.000 ratio = 1.258 hyp_len = 39 ref_len = 31)
मेरे प्यारे देश के लोग।	7.826345342022215	5.869759006516661	BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.250 hyp_len = 5 ref_len = 4)
"""आज देश में नई संभावना बनने के समय मैं कह सकता हूँ, और दो चीजें और होंगी जो विकास ने एक तेजी से दी है और यह है पहले आधुनिक infrastructure का निर्माण।"""	22.318887494964265	18.79972446036827	BLEU = 2.44 11.1/2.9/1.5/0.8 (BP = 1.000 ratio = 1.200 hyp_len = 36 ref_len = 30)
हमने infrastructure को आधुनिक निर्माण में बहुत बड़ा योगदान दिया है।	35.423343871017885	28.692760641594155	BLEU = 4.07 18.2/5.0/2.8/1.6 (BP = 0.913 ratio = 0.917 hyp_len = 11 ref_len = 12)
और दूसरी ओर आम लोगों के जीवन में जो निर्भरता है, Ease of living का हमारा जो सनसनी है उसको भी हमने उतनी ही शक्ति दी है।	18.725837663054843	17.232604251017428	BLEU = 8.36 14.3/11.1/7.7/4.0 (BP = 1.000 ratio = 1.000 hyp_len = 28 ref_len = 28)
बीते दस वर्षों में अद्भुत infrastructure का विकास हुआ है।	30.52546125016418	25.41598474967721	BLEU = 4.99 20.0/5.6/3.1/1.8 (BP = 1.000 ratio = 1.000 hyp_len = 10 ref_len = 10)
रेलवे रास्ता होना चाहिए। दूसरा पोर्ट होना चाहिए। broadband connectivity होना चाहिए। गाँव-गाँवों को नई स्कूल बनाने की बात होना चाहिए। जंगलों में स्कूल बनाने की बात होना चाहिए। जंगलों में स्कूल बनाने की बात होना चाहिए। दूर-दूर के इलाकों में अस्पताल बनाने की बात होना चाहिए। नारों के लिए एक बड़ा जाल बनाने वाला मेडिकल कॉलेज का काम होना चाहिए। आयुष्मान जी का मंदिर स्थापित करना है। 60 हजार से ज् यादा अमृत सरोवर बन जाएंगे। दो लाख पंचायतों से ज् यादा Optical fiber network है। नारों के लिए एक बड़ा कॉलेज का काम होना चाहिए।	33.40022360508054	29.020896652642293	BLEU = 2.91 17.5/7.3/1.1/0.5 (BP = 1.000 ratio = 1.366 hyp_len = 97 ref_len = 71)
हमारे पश्चिमी भारत के उत्तर-पश्चिम के क्षेत्र आज infrastructure के लिए बढ़ रहे हैं और हमने यह सोचा भी नहीं उससे हम अत्यंत लाभदायक समाज के उन वर्गों तक पहुँचे। जब गाँव की सड़कें वहाँ बनी हैं। जहाँ कोई नहीं देखता था। जहाँ कोई जगह नहीं देखता था। जहाँ गाँव नहीं देखते थे।	15.74078011468906	12.455866050502221	BLEU = 0.81 5.7/1.0/0.5/0.2 (BP = 0.893 ratio = 0.898 hyp_len = 53 ref_len = 59)
"""""""चाहे हो, गाँव हो, पीछे के लोग, आदिवासी लोग, जंगल के लोग, दूर-दूर के लोग, सीमाओं के भीतर के लोग, हमने उनकी जरूरतों को पूरा किया है।"""""	17.42996681638832	17.78256438755524	BLEU = 9.18 35.9/13.2/5.4/2.8 (BP = 1.000 ratio = 1.000 hyp_len = 39 ref_len = 39)
"""""""हमारे मछली-बच्चे की जरूरतों को पूरा करना, हमारे बैल-बकरी पालने वालों के जीवन को बदलना, एक-दूसरे से पूरी तरह के विकास का प्रयास करना, हमारी नीतियों में था, हमारे नियंत्रण में था, हमारे Reforms में था, हमारे कर्तव् यों में था, हमारे कार्यशाला में था।"""""	19.52323767771039	17.645196624386617	BLEU = 3.93 26.3/5.4/1.8/0.9 (BP = 1.000 ratio = 1.075 hyp_len = 57 ref_len = 53)
"""""""हमारे मछली-बच्चे की जरूरतों को पूरा करना, हमारे पशुपालकों के जीवन को बदलना, एक-दूसरे से सबका विकास करना, हमारी नीतियों में था, हमारे नियंत्रण में था, हमारे कर्तव् यों में था, हमारे कार्यशाला में था।"""""	17.284790323665064	15.53577729148287	BLEU = 3.97 28.3/6.7/2.3/1.2 (BP = 0.840 ratio = 0.852 hyp_len = 46 ref_len = 54)
और वह सब से बड़ा लाभ मेरे युवाओं को मिलता है।	10.345730174237918	10.262992097909471	BLEU = 4.46 18.2/5.0/2.8/1.6 (BP = 1.000 ratio = 1.100 hyp_len = 11 ref_len = 10)
उन्हें नए-नए अवसर मिलेंगे। नई-नई जगहों पर आगे रहने की संभावना बनती है और उन्हें तो बहुत-से रोजगार दिया जाता है और बहुत-से रोजगार पाने की संभावना उन्हें इसी समय मिली है।	13.213945944151162	10.620785065038692	BLEU = 1.22 6.2/1.6/0.8/0.4 (BP = 0.882 ratio = 0.889 hyp_len = 32 ref_len = 36)
"""हमारा जो मध्यम वर्ग घर है, मध्यम वर्ग घरों को Quality of Life, वह अपने आप ही इसकी आशा रखता है।"""	27.677508231366577	27.25101622052055	BLEU = 11.65 28.0/16.7/8.7/4.5 (BP = 1.000 ratio = 1.190 hyp_len = 25 ref_len = 21)
"""""""वह देश के लिए बहुत कुछ देता है, तो देश का भी अच्छा काम है कि वे Quality of Life में जो संभावना रखते हैं, सरकार की मुश्किल से दौड़ते हैं, उसे पूरा करने के लिए हम आगे बढ़ रहे हैं, और मैंने देखा है कि 2047 तक विकास भारत का सपना रहेगा, तो उसका एक स् वप् न भी होगा, यह भी होगा कि आम लोगों के जीवन में सरकार का दखल रहेगा।"""""	18.334878854757182	16.517410191476333	BLEU = 3.64 20.0/6.0/2.4/0.6 (BP = 1.000 ratio = 1.133 hyp_len = 85 ref_len = 75)
जहाँ सरकार की जरूरत होती है वहाँ आभाव नहीं होता है और जहाँ सरकार की देरी से असुर नहीं रहता है हम ऐसे व् यवस् था में छूट गए हैं।	17.64742142682051	13.782084243706022	BLEU = 1.24 3.3/1.7/0.9/0.5 (BP = 1.000 ratio = 1.364 hyp_len = 30 ref_len = 22)
मेरे प्यारे देश के लोग।	7.826345342022215	5.869759006516661	BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.250 hyp_len = 5 ref_len = 4)
हम छोटे-छोटे जरूरतों पर भी ध्यान देते हैं।	8.516687525163336	6.387515643872502	BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.000 hyp_len = 8 ref_len = 8)
हम छोटे-छोटे जरूरतों पर ध्यान देते हैं और उन्हें लेकर चलते हैं।	8.015905304376524	6.011928978282392	BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.846 ratio = 0.857 hyp_len = 12 ref_len = 14)
"""हमारे गरीब परिवार के चूल्हे पर आग लगने पर भी गरीब माँ को कभी रोटी पीकर सोना नहीं लगता और इसके लिए हमारा ननाम चिकित्सा योजना चल रही है।"""	11.211374320965756	8.408530740724316	BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.107 hyp_len = 31 ref_len = 28)
बिजली-पानी गैस अब सैच् यूरेशन की तरह है और जब हम सैच् यूरेशन की तरह बोलते हैं।	31.886007638042447	29.43742449554835	BLEU = 6.84 29.4/12.5/3.3/1.8 (BP = 1.000 ratio = 1.062 hyp_len = 17 ref_len = 16)
जब सैच् यूरेशन होता है तो उसे जातिवाद का रंग नहीं लगता है।	32.525043847118724	29.924222270641764	BLEU = 7.19 38.5/8.3/4.5/2.5 (BP = 0.926 ratio = 0.929 hyp_len = 13 ref_len = 14)
जब सैच् यूरेशन होता है तो उसमें वामपंथिकता का रंग नहीं लगता है।	36.810679886121875	32.504174776259994	BLEU = 7.35 30.8/8.3/4.5/2.5 (BP = 1.000 ratio = 1.000 hyp_len = 13 ref_len = 13)
जब सैच् यूरेशन का मंत्र होता है तो सचमुच में अर्थ में सबके साथ सबके विकास का मंत्र होता है।	25.873821992798874	22.45372550732384	BLEU = 4.33 20.0/5.3/2.8/1.5 (BP = 0.951 ratio = 0.952 hyp_len = 20 ref_len = 21)
"""""""लोगों के जीवन में सरकार का दखल न कीजिए, उस दिशा में हम, हजारों से ज् यादा compliances के लिए सरकार सामान्य लोगों के ऊपर तैयारी कर रहे थे, हमने देश के लोगों के लिए डेढ़ हजार से ज् यादा कानूनों को समाप् त किया है, ताकि कानूनों के जंजाल में न लगे।"""""	22.627283393148897	20.243191657654968	BLEU = 3.87 24.2/6.6/1.7/0.8 (BP = 1.000 ratio = 1.192 hyp_len = 62 ref_len = 52)
हम छोटे-छोटे गलतियों से ऐसे कानून बनाते थे जो जेल के अंदर दखल होते थे। हमें उन छोटे-छोटे कारणों से जेल जाने की जो परंपरा थी। हमने सभी कानूनों का पालन किया और उन्हें जेल भेजने के नियमों के विरूद्ध रखा।	14.590259839689034	12.391548681564132	BLEU = 1.24 12.2/1.2/0.6/0.3 (BP = 0.929 ratio = 0.932 hyp_len = 41 ref_len = 44)
"""आज हमने जो आजादी की विरासत का पालन किया है, जो हम बात कर रहे हैं, पहले से हमारे पास जो क्रिमिनल कानून था, आज हमने वह नया क्रिमिनल कानून बनाया है, जो हमने नए संहिता के आधार पर और जिसके आधार पर युवाओं के लिए इन भावनाओं को मजबूत किया है।"""	22.247136478701126	18.040831047072576	BLEU = 0.94 8.6/0.9/0.4/0.2 (BP = 1.000 ratio = 1.318 hyp_len = 58 ref_len = 44)
Ease of Living बनाने के लिए देश की मिशन पर काम कर रहा है।	37.785472256766035	35.05348409072735	BLEU = 11.36 28.6/15.4/8.3/4.5 (BP = 1.000 ratio = 1.273 hyp_len = 14 ref_len = 11)
पूरी तरह मैं सरकार के साथ इन बातों का आह्वान कर रहा हूँ।	20.6128768347747	17.50914696784412	BLEU = 3.67 15.4/4.2/2.3/1.2 (BP = 1.000 ratio = 1.083 hyp_len = 13 ref_len = 12)
"""मैं जन-प्रतिनिधि को इसे किसी भी दल के लिए नहीं करना चाहिए, इसे किसी भी राज्य के लिए नहीं करना चाहिए और हम सभी को एक मिशन के साथ Ease of Living के लिए चलाना चाहिए।"""	25.10777545962292	23.01320955282995	BLEU = 4.97 20.5/7.9/2.7/1.4 (BP = 1.000 ratio = 1.219 hyp_len = 39 ref_len = 32)
"""""""मैंने हमारे युवाओं, पेशेवरों, सभी से कहा है, आप अपने इलाके में जहाँ भी आप लोगों की छोटी-छोटी चिन्ताएँ हों, आप लोग इन समाधानों को लेकर सरकार को चिट्ठी लिखें।"""""	18.044571566590314	16.59295953168747	BLEU = 5.22 30.8/7.9/2.7/1.4 (BP = 0.950 ratio = 0.951 hyp_len = 39 ref_len = 41)
सरकार को बताओ कि बिना कारणों की मुश्किल हुई जिससे उसे पार करना मुश्किल हो जाएगा। आज सरकार संवेदनशील है।	22.964616497016877	19.945939948654697	BLEU = 3.73 20.0/5.3/2.8/1.5 (BP = 0.819 ratio = 0.833 hyp_len = 20 ref_len = 24)
हर सरकार गाँव-गाँव की सरकार होगी या राज्य सरकार होगी या केंद्र सरकार होगी उसे तवज्ज देगी।	31.90503975470686	27.620144175628468	BLEU = 3.42 29.4/3.1/1.7/0.9 (BP = 1.000 ratio = 1.000 hyp_len = 17 ref_len = 17)
Governance Reforms को हम विकास भारत @ 2047 के संकल् पों के लिए इसे प्रोत्साहित करके आगे बढ़ना होगा। ताकि आम लोगों के जीवन में अवसर ही बने। रोकावट भी समाप्त हो जाए।	24.249069497651853	21.17279837978032	BLEU = 4.82 18.2/6.2/3.2/1.7 (BP = 0.970 ratio = 0.971 hyp_len = 33 ref_len = 34)
"""देश के लोगों को Dignity of Citizen, देश के लोगों के जीवन में सम् मान प्राप्त करना। डिलिवरी के बारे में किसी को कभी नहीं सोचना चाहिए कि यह मेरा अधिकार था कि मुझे नहीं मिला। वह नहीं होना चाहिए। सरकार के Governance में Delivery System और मजबूत होना चाहिए।"""	31.410689982261648	27.028772416921942	BLEU = 5.66 17.0/7.7/3.9/2.0 (BP = 1.000 ratio = 1.152 hyp_len = 53 ref_len = 46)
तुम देखो देश में जब हम परिवर्तन की बात कर रहे हैं।	8.985753315762853	6.73931498682214	BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.200 hyp_len = 12 ref_len = 10)
आज देश में करीब तीन लाख संस्थाएँ काम करती हैं।	19.948226669870174	16.465697795587133	BLEU = 4.20 10.0/5.6/3.1/1.8 (BP = 1.000 ratio = 1.250 hyp_len = 10 ref_len = 8)
"""पंचायत हो, नगर पंचायत हो, नगर पालिका हो, UT हो, State हो, District हो, केंद्र हो, छोटे-बड़े तीन लाख के करीब इकाई है।"""	28.11620286096041	25.23143197527853	BLEU = 3.17 21.9/3.2/1.7/0.9 (BP = 1.000 ratio = 1.333 hyp_len = 32 ref_len = 24)
लेकिन हमारी तीन लाख इकाइयों की मैं आज कहता हूं कि आप साल में अपने स्तर पर जो चीजें जरूरी हैं और अपने साथियों के लिए ही सुधारें। मैं बहुत अधिक नहीं कह रहा हूँ।	13.819645158794627	11.136399878866959	BLEU = 1.26 5.7/1.5/0.8/0.4 (BP = 1.000 ratio = 1.094 hyp_len = 35 ref_len = 32)
"""एक पंचायत हो, एक राज्य सरकार हो, कोई विभाग हो, एक साल में दो रिफार्म बनाओ और उसे जमीन पर बिछाओ।"""	22.928278338011683	19.038771202895845	BLEU = 1.90 11.5/2.0/1.0/0.5 (BP = 1.000 ratio = 1.300 hyp_len = 26 ref_len = 20)
"""""""आओ देखो, देखते ही देखते ही एक साल में 25 दशमलव से लगभग एक लाख रूपए फिर से तैयार हो सकते हैं।"""""""	15.27623540775373	14.05483917567346	BLEU = 8.91 31.0/14.3/7.4/1.9 (BP = 1.000 ratio = 1.036 hyp_len = 29 ref_len = 28)
जब 25-30 लाख परिवर्तन होते हैं तो सामान्य लोगों का विश् वास कितना बढ़ता है।	18.707233950337386	17.3652042214733	BLEU = 14.32 23.5/18.8/13.3/7.1 (BP = 1.000 ratio = 1.308 hyp_len = 17 ref_len = 13)
"""""""उसकी ताकत देश को नए स्तर पर लाने में कितना काम आता है, और इसके लिए हम अपने स्तर पर रहते हैं, चलकर आराम मिलकर परिवर्तनों के लिए आगे आते हैं, आने से आगे आते हैं और सभी लोगों की जरूरतें तो कुछ-कुछ जरूरी होती हैं, पंचायत के रूप में भी वह कठिनाई दिखाई देती है।"""""	15.220657864368192	13.208688554708564	BLEU = 3.17 16.9/4.7/1.6/0.8 (BP = 1.000 ratio = 1.102 hyp_len = 65 ref_len = 59)
अगर हम उन कठिनाइयों से छुटकारा पाएं तो मैं बहुत विश्वास करता हूं कि हम उन्हें पार कर पाएंगे।	11.459729194358864	8.59479689576915	BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.056 hyp_len = 19 ref_len = 18)
"""""""मेरे प्यारे देशवासियों,"""	14.219993158659856	15.674651975755753	BLEU = 25.85 62.5/42.9/16.7/10.0 (BP = 1.000 ratio = 1.000 hyp_len = 8 ref_len = 8)
आज देश आकांक्षा से भरा है।	8.871890906861717	6.653918180146288	BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.200 hyp_len = 6 ref_len = 5)
हमारे देश के युवा नए सपनों को चाहते हैं।	11.080745602262148	9.713778021484455	BLEU = 4.77 11.1/6.2/3.6/2.1 (BP = 1.000 ratio = 1.000 hyp_len = 9 ref_len = 9)
नई-नई चेतनों पर वह पैर रखना चाहता है।	12.452773481474066	9.339580111105548	BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.000 hyp_len = 8 ref_len = 8)
और इसलिए हमारा लक्ष्य है कि हम सभी सेक् टरों में तेजी से काम लाएँ और फिर पहले हमें हर सेक् टर में नए अवसर बनाएँ।	15.35081931140011	11.513114483550083	BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.040 hyp_len = 26 ref_len = 25)
"""दूसरी ओर, इस बदलते हुए व् यवस् था के लिए इसे जो supportive infrastructure चाहिए।"""	42.92472111962933	35.45962619871691	BLEU = 4.30 11.1/5.9/3.1/1.7 (BP = 1.000 ratio = 1.636 hyp_len = 18 ref_len = 11)
उस infrastructure पर हमें परिवर्तन की शक्ति प्रदान करने के लिए काम करना होगा।	31.263062507380667	24.52681169827965	BLEU = 2.84 7.1/3.8/2.1/1.1 (BP = 1.000 ratio = 1.273 hyp_len = 14 ref_len = 11)
"""और तीसरा बात है कि लोगों की प्राथमिक सुविधाओं के विषय में हमें सबसे पहले उन शक्तियों को देना है।"""	12.674145297540344	10.175556632973663	BLEU = 1.73 4.5/2.4/1.2/0.7 (BP = 1.000 ratio = 1.222 hyp_len = 22 ref_len = 18)
इनके तीसरे ने भारत में एक Aspirational Society की स्थापना की है और इसलिये आज समाज खुद एक विश् वास से भरा है।	28.939426933588802	25.08532455754487	BLEU = 3.92 17.4/4.5/2.4/1.2 (BP = 1.000 ratio = 1.278 hyp_len = 23 ref_len = 18)
"""हमारे देशवासियों की आकांक्षाओं, उनकी आकांक्षाओं, हमारे युवाओं की ताकत को हमारे देश की ताकत से जोड़कर, हम आगे, एक धारणा लेकर चल रहे हैं।"""	10.294225133098433	9.085889828403815	BLEU = 1.58 9.7/1.7/0.9/0.4 (BP = 1.000 ratio = 1.148 hyp_len = 31 ref_len = 27)
मैं विश्वास करता हूं कि हम रोजगार और स्वरोजगार के नए ढंग पर काम कर रहे हैं।	24.52573712932641	20.023672958966177	BLEU = 2.72 11.8/3.1/1.7/0.9 (BP = 1.000 ratio = 1.133 hyp_len = 17 ref_len = 15)
जनसंख् या में आज हमने दो कदम उठाए हैं।	7.7546951070531955	5.816021330289897	BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.125 hyp_len = 9 ref_len = 8)
ग्लोबल हरा रकब में भारत की सहायता बहुत है।	11.160992470843874	9.903434176131519	BLEU = 4.77 11.1/6.2/3.6/2.1 (BP = 1.000 ratio = 1.125 hyp_len = 9 ref_len = 8)
भारत का विकास चल रहा है।	12.384390911290998	11.73332641871032	BLEU = 8.12 16.7/10.0/6.2/4.2 (BP = 1.000 ratio = 1.200 hyp_len = 6 ref_len = 5)
विदेशी मुद्रा भंडार तेजी से बढ़ रहा है पहले से बरसात में है।	38.25240949061806	36.33862523254151	BLEU = 11.50 23.1/16.7/9.1/5.0 (BP = 1.000 ratio = 1.625 hyp_len = 13 ref_len = 8)
ग्लोबल संस्थाओं के भारत पर निर्भरता बढ़ा है।	36.50818957804252	31.333823097014662	BLEU = 6.57 25.0/7.1/4.2/2.5 (BP = 1.000 ratio = 1.333 hyp_len = 8 ref_len = 6)
मैं विश् वास करता हूँ कि भारत का दिशा ठीक है। भारत का चलन तेज है और भारत के सपनों पर ताकत है।	16.978693077977276	14.433274684521896	BLEU = 2.17 13.0/2.3/1.2/0.6 (BP = 1.000 ratio = 1.045 hyp_len = 23 ref_len = 22)
लेकिन इन सब के साथ-साथ संवेदनशीलता का हमारा रास्ता हमारे लिए एक नई ताकत भरेगा।	19.376042909595217	15.418101576930423	BLEU = 2.63 6.7/3.6/1.9/1.0 (BP = 1.000 ratio = 1.071 hyp_len = 15 ref_len = 14)
मन हमारे काम का शैली है।	16.678094628473602	14.617010064948369	BLEU = 8.12 16.7/10.0/6.2/4.2 (BP = 1.000 ratio = 1.000 hyp_len = 6 ref_len = 6)
संयोग से हमें भी मिलना चाहिए और हमें भी मिलना चाहिए उससे हम चलते हैं।	9.356094400491564	7.017070800368673	BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.667 hyp_len = 15 ref_len = 9)
साथियों को।	21.267546355574527	18.229325447635308	BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 2.000 hyp_len = 2 ref_len = 1)
मुझे कोरोना का समय याद आ रहा है।	17.658682628397756	15.27786080874233	BLEU = 5.52 12.5/7.1/4.2/2.5 (BP = 1.000 ratio = 1.333 hyp_len = 8 ref_len = 6)
